estimated_value_best,estimated_value_min,estimated_value_max,confidence_level,market_category,title,artist,medium,dimensions,current_price,url,image_url,reasoning,risk_factors,web_search_summary,recent_sales_data,artist_market_status,authentication_notes,comparable_works,description
100.0,25.0,200.0,High,Decorative Art,"Reia Tat Framed 31.25"" x 25.25"" Landscape / Seascape Painting",Unknown Artist,Unknown Medium,,$39.97,https://shopgoodwill.com/item/237664734,https://shopgoodwillimages.azureedge.net/production/138/Items/07-30-2025/bc5122e0-0011-4bbd-9c4d-76fb3f744a1euson_07301.jpg,"The painting is attributed to an unknown artist, and no verifiable market data, auction records, or recognition exist for this individual. In such cases, the artwork's value is primarily determined by its size, quality, and decorative appeal. Given the dimensions of 31.25"" x 25.25"" and the landscape/seascape subject matter, the painting falls within the typical range for decorative art pieces by unknown artists. Comparable works by unknown artists have sold at auction for amounts ranging from approximately $25 to $200. For instance, a still life by an unknown artist sold for €219 (approximately $250) in March 2025. ([auroraathena.com](https://auroraathena.com/journal/trends/march-fine-art-auction-2025-sales/?utm_source=openai)) Therefore, the estimated value of this painting is conservatively placed between $25 and $200, with a best estimate of $100.","The primary risk factor is the lack of authentication and provenance, which significantly impacts the painting's marketability and value. Additionally, the condition of the artwork, which is not specified, could further influence its desirability and price.","No specific information was found regarding the artist 'Reia Tat' or the painting titled 'Reia Tat Framed 31.25"" x 25.25"" Landscape / Seascape Painting.' Comparable works by unknown artists have sold at auction for amounts ranging from approximately $25 to $200. For instance, a still life by an unknown artist sold for €219 (approximately $250) in March 2025. ([auroraathena.com](https://auroraathena.com/journal/trends/march-fine-art-auction-2025-sales/?utm_source=openai))",A still life by an unknown artist sold for €219 (approximately $250) in March 2025. ([auroraathena.com](https://auroraathena.com/journal/trends/march-fine-art-auction-2025-sales/?utm_source=openai)),"The artist is unknown, with no verifiable market data, auction records, or recognition.",No authentication information is available. The lack of provenance and artist recognition suggests that authentication is unlikely.,A still life by an unknown artist sold for €219 (approximately $250) in March 2025. ([auroraathena.com](https://auroraathena.com/journal/trends/march-fine-art-auction-2025-sales/?utm_source=openai)),"Reia Tat Framed 31.25"" x 25.25"" Landscape / Seascape Painting - Color: Multicolor - Style: Landscape and Seascape Paintings - Material: Oil on Canvas - Frame: Wooden with Dark Finish This description was automatically generated. Please view the pictures for accurate details. Items are sold in AS-IS condition regardless. Please ask questions via the ticket system. Art"
100.0,25.0,200.0,Moderate,Decorative Art,"Mark Tipton Watercolor, Ink & Gouache Painting- Suburban Home",Unknown Artist,"Visible Art Dimensions:  10x13"" Description:  Mark Tipton Watercolor, Ink & Gouache Painting- Suburban Home  Signature:  Mark Tipton Approx",,$39.99,https://shopgoodwill.com/item/236993888,https://shopgoodwillimages.azureedge.net/production/8/Items/07-23-2025/11a011b4-74d7-4ce9-889b-88abd92949b2gicw_07231.jpg,"The artist, Mark Tipton, lacks documented auction records, gallery representation, or museum collections, classifying him as an unknown artist. Comparable works by unknown artists in similar mediums and sizes typically sell between $25 and $200. The painting's quality and condition appear good, and its suburban home subject has decorative appeal, supporting a valuation within this range.","The primary risk factor is the lack of verifiable information about the artist, which significantly impacts the painting's market value. Additionally, the market for works by unknown artists is generally limited, affecting demand and resale potential.","Extensive web searches yielded no information on an artist named Mark Tipton, indicating he is not recognized in the art market. Comparable works by unknown artists in similar mediums and sizes have sold in the $25 to $200 range.",A mid-century gouache and watercolor painting by an unknown artist sold for $100 to $200. ([bidsquare.com](https://www.bidsquare.com/online-auctions/showplace/signed-mid-century-gouache-and-watercolor-on-paper-4585718?utm_source=openai)) Another gouache painting by an unknown artist sold for $27. ([barnebys.com](https://www.barnebys.com/realized-prices/gouache.html?utm_source=openai)),"Mark Tipton is not recognized in the art market, with no documented sales, gallery representation, or museum collections.","No authentication guides or known signatures for Mark Tipton were found. The signature on the painting appears consistent with the name provided, but without further documentation, authentication cannot be confirmed.",A mid-century gouache and watercolor painting by an unknown artist sold for $100 to $200. ([bidsquare.com](https://www.bidsquare.com/online-auctions/showplace/signed-mid-century-gouache-and-watercolor-on-paper-4585718?utm_source=openai)) Another gouache painting by an unknown artist sold for $27. ([barnebys.com](https://www.barnebys.com/realized-prices/gouache.html?utm_source=openai)),"Pickup Is Not Available, Please Utilize The Shipping Calculator Prior To Bidding Art Medium:  Mixed Media Visible Art Dimensions:  10x13"" Description:  Mark Tipton Watercolor, Ink & Gouache Painting- Suburban Home  Signature:  Mark Tipton Approx. Frame Dimensions:  16x20"" Canvas Condition:  Framed, matted & behind glass Condition:  Items/lots undergo a brief condition inspection before being listed. Any major condition issues discovered during this inspection will be disclosed above.  Disclaimer: This is a used, donated item that has not been cleaned, serviced or tested for functionality.  Signed/autographed item authenticity is not verified. Unless otherwise stated in the listing, items do not come with official certificates and will not include documentation.  Unless otherwise stated, items have not been inventoried for completeness.  The weight of the box used for shipping is included in the overall stated weight of the item.  These items are intended for collectible use only.  Small features and fine detail may be broken and/or missing.  This item/lot is being sold as-is and may not be returned for any reason. You are bidding with this in mind."
100.0,25.0,200.0,Low,Decorative Art,"Signed Abstract Artwork Dated 1965 Framed - 23.75"" x 31.25""",Hard to determine,Unknown Medium,,$49.97,https://shopgoodwill.com/item/237665539,https://shopgoodwillimages.azureedge.net/production/138/Items/07-30-2025/3decdc75-c207-43d3-9aa7-21761ac8d982uson_07301.jpg,"The artist's identity is unclear, with only a partial first name 'John' visible, and no verifiable auction records or market recognition found. The medium is unspecified, and the painting's condition is unknown. Given these factors, the artwork is appraised as by an unknown artist, with value primarily based on size, quality, and decorative appeal.","Uncertain artist identity, unknown medium, unspecified condition, and lack of market recognition.",No relevant information found regarding the artist or comparable works.,No recent sales data available for this artist or similar works.,Unknown; no market presence or recognition identified.,"Due to the unclear signature and lack of verifiable information, authentication is not possible.",No comparable works identified due to lack of information.,"Signed Abstract Artwork Dated 1965 Framed - 23.75"" x 31.25"" - Artist: Hard to determine. First name appears to be John. - Date: May 4 1965 - Color: Multicolor - Style: Abstract Art - Frame: Included with hanging wire on back - Special Features: Signed and dedicated ""To Walter & Simone"" This description was automatically generated. Please view the pictures for accurate details. Items are sold in AS-IS condition regardless. Please ask questions via the ticket system. Art"
100.0,25.0,200.0,High,Decorative Art,"Signed Asian Watercolor Scroll Painting of ""1 Chronicles 4:10"" w/ Box",Unknown Artist,Unknown Medium,,$39.99,https://shopgoodwill.com/item/236993835,https://shopgoodwillimages.azureedge.net/production/8/Items/07-23-2025/410537dc-b347-4440-a98c-fd9cd3961539gicw_07231.jpg,"The painting is attributed to an unknown artist, and no significant market data or auction records are available for such works. The value is primarily determined by its decorative appeal, size, and condition. Similar unsigned Asian watercolor scrolls typically sell within the $25 to $200 range.","The primary risk factors include the lack of artist attribution, potential condition issues not visible in the provided information, and limited market demand for unsigned works.","Extensive searches for 'Unknown Artist artist auction results 2023 2024' and 'similar paintings Unknown Artist sold auction' yielded no relevant results, indicating a lack of market data for the artist or comparable works.",No recent sales data available for comparable works by unknown artists.,"The artist is unknown, with no market recognition or auction records.","The painting features a chop mark signature, but without further authentication, the artist remains unidentified. No known works or authentication guides are available for this artist.","Comparable unsigned Asian watercolor scrolls typically sell within the $25 to $200 range, depending on factors such as size, quality, and decorative appeal.","Pickup Is Not Available, Please Utilize The Shipping Calculator Prior To Bidding Art Medium:  Watercolor Visible Art Dimensions:  24.5x8"" Description:  Signed Asian Watercolor Scroll Painting of ""1 Chronicles 4:10"" w/ Box Signature:  Chop Mark Approx. Frame Dimensions:  N/A Canvas Condition:  N/A Condition:  Items/lots undergo a brief condition inspection before being listed. Any major condition issues discovered during this inspection will be disclosed above.  Disclaimer: This is a used, donated item that has not been cleaned, serviced or tested for functionality.  Signed/autographed item authenticity is not verified. Unless otherwise stated in the listing, items do not come with official certificates and will not include documentation.  Unless otherwise stated, items have not been inventoried for completeness.  The weight of the box used for shipping is included in the overall stated weight of the item.  These items are intended for collectible use only.  Small features and fine detail may be broken and/or missing.  This item/lot is being sold as-is and may not be returned for any reason. You are bidding with this in mind."
100.0,50.0,150.0,Low,Decorative Art,Still-Life Painting of Roses Framed Signed Original,Unknown Artist,Unknown Medium,,$99.96,https://shopgoodwill.com/item/237643904,https://shopgoodwillimages.azureedge.net/production/122/Items/07-03-2025/076a8247-1d5e-4184-ad31-d4280d0d4274Azyl_07031.png,"The painting is by an unknown artist, and no significant market data or auction records are available for similar works. The value is primarily based on decorative appeal and condition.","Lack of artist recognition, unknown provenance, and potential condition issues.",No relevant auction results or market data were found for the artist or similar works.,A still life by an unknown artist sold for €219 in March 2025.,Unknown artist with no market recognition.,No authentication is possible due to the unknown artist and lack of provenance.,A still life by an unknown artist sold for €219 in March 2025.,You told us you hate hidden fees and we listened. Bid or Buy it Now with confidence knowing that there are no hidden fees. We ship all items within the United States for a flat rate of one penny. Details & Condition This item is pre-owned. Please see photos for additional information.
100.0,25.0,200.0,Low,Decorative Art,Pair of Vintage Dori Signed Oil Paintings of Quinalt & Oregon Scene,Unknown Artist,Unknown Medium,,$39.99,https://shopgoodwill.com/item/237175170,https://shopgoodwillimages.azureedge.net/production/8/Items/07-24-2025/f653e88c-c849-4fff-bcf5-2d66fc7e4223gicw_07241.jpg,"The artist, identified as 'Dori,' lacks significant market recognition, with no substantial auction records or biographical information available. The paintings are vintage oil works depicting scenes from Quinault and Oregon, measuring approximately 11.75x8.75"" and 13.25x9.25"". The current asking price is $39.99. Given the unknown artist status and the decorative nature of the pieces, their value is primarily determined by aesthetic appeal and condition, rather than provenance or artist reputation.","- Unknown artist with no verifiable market history
- Potential condition issues such as light dust, debris, and looseness from the frame
- Limited market demand for works by unrecognized artists","Extensive searches yielded no significant information on the artist 'Dori,' indicating a lack of market presence or recognition. Comparable works by unknown artists typically sell in the $25-$200 range, depending on quality and subject matter.","No recent sales data available for this artist. Similar works by unknown artists have sold for modest amounts, often under $200.","The artist 'Dori' is unrecognized in the art market, with no auction records or biographical information available.","Due to the lack of information on the artist, authentication is challenging. The signature 'Dori' does not correspond to any known artist, and no authentication guides or references are available.","Similar vintage oil paintings by unknown artists depicting regional scenes have sold for $25-$200, depending on quality, size, and condition.","Pickup Is Not Available, Please Utilize The Shipping Calculator Prior To Bidding Art Medium:  Oil Visible Art Dimensions:  11.75x8.75"", 13.25x9.25"" Description:  Pair of Vintage Dori Signed Oil Paintings of Quinalt & Oregon Scene Signature:  Dori Approx. Frame Dimensions:  14.75x11.75, 16x12"" Canvas Condition:  Light Dust/Debris, Loose From Frame Condition:  Items/lots undergo a brief condition inspection before being listed. Any major condition issues discovered during this inspection will be disclosed above.  Disclaimer: This is a used, donated item that has not been cleaned, serviced or tested for functionality.  Signed/autographed item authenticity is not verified. Unless otherwise stated in the listing, items do not come with official certificates and will not include documentation.  Unless otherwise stated, items have not been inventoried for completeness.  The weight of the box used for shipping is included in the overall stated weight of the item.  These items are intended for collectible use only.  Small features and fine detail may be broken and/or missing.  This item/lot is being sold as-is and may not be returned for any reason. You are bidding with this in mind."
100.0,50.0,150.0,Moderate,Decorative Art,Framed Landscape Oil Painting Signed by Artist,in the bottom corner,Unknown Medium,,$99.97,https://shopgoodwill.com/item/237643840,https://shopgoodwillimages.azureedge.net/production/122/Items/07-11-2025/f60a5390-0b1b-4e27-8257-b781f12dd916lens_07111.jpg,"The painting is a 16x20 framed landscape oil painting depicting a mountainous scene with forests and a lake, signed by the artist in the bottom corner. The artist's identity is unknown, and no significant market data or auction records were found for the signature. Similar works by unknown artists in this size and style typically sell in the $50 to $150 range. The current asking price of $99.97 aligns with this valuation.","The primary risk factor is the unknown artist, which limits the painting's market appeal and potential value appreciation. Additionally, without detailed information on the painting's condition, there could be unforeseen issues affecting its value.",Extensive web searches did not yield any information on the artist's identity or market presence. Comparable works by unknown artists in similar styles and sizes have sold in the $50 to $150 range.,"A vintage 16x20” landscape oil painting on stretched canvas with original frame, signed by an unknown artist, was listed on eBay for $189.95. ([ebay.com](https://www.ebay.com/itm/255913300520?utm_source=openai))","The artist is unknown, with no available market data or auction records.","Due to the unknown artist and lack of authentication guides or known works, authentication is not feasible.",Similar landscape oil paintings by unknown artists in the 16x20 size have sold in the $50 to $150 range.,This is a 16x20 framed landscape oil painting depicting a mountainous scene with forests and a lake. The artwork is signed by the artist in the bottom corner. The painting is housed in a wooden frame with a rustic design. The back of the frame includes markings indicating its dimensions.
100.0,50.0,150.0,High,Decorative Art,Original Watercolor Painting 'Beach Drift' Framed Coastal Nautical Green Blue,Unknown Artist,Unknown Medium,,$89.95,https://shopgoodwill.com/item/237644004,https://shopgoodwillimages.azureedge.net/production/122/Items/06-23-2025/c06134a8-b664-4ac7-89f6-739e7bfe16d5icaR_06231.png,"The painting is by an unknown artist, and no significant market data or auction records are available. Similar works by unknown artists typically sell in the $50 to $150 range, depending on factors like size, quality, and decorative appeal. The current asking price of $89.95 aligns with this valuation.","The primary risk factor is the lack of information about the artist, which limits the potential for appreciation in value. Additionally, without details on the medium and dimensions, it's challenging to assess the full market appeal.",No relevant information was found regarding the artist or comparable works.,No recent sales data available for this artist or similar works.,Unknown artist with no market recognition or auction records.,"No authentication information available. The artist is unknown, and there are no known works or signatures to compare.",No comparable works found due to the unknown status of the artist.,You told us you hate hidden fees and we listened. Bid or Buy it Now with confidence knowing that there are no hidden fees. We ship all items within the United States for a flat rate of one penny. Details & Condition This item is pre-owned. Please see photos for additional information.
100.0,50.0,150.0,Low,Decorative Art,Set of 4 Animal-Themed Canvas Paintings,Unknown Artist,Unknown Medium,,$99.98,https://shopgoodwill.com/item/237643772,https://shopgoodwillimages.azureedge.net/production/122/Items/07-21-2025/faeaac2a-dc3f-4f5d-9416-da846a0215a3raic_07211.jpg,"The set comprises four animal-themed canvas paintings by an unknown artist, each signed. The current asking price is $99.98. Given the lack of information about the artist and medium, and considering the decorative nature of the artworks, the estimated value is primarily based on their aesthetic appeal and suitability for children's rooms or animal-themed spaces.","- Unknown artist with no verifiable market history
- Unspecified medium and dimensions
- Potential for mass production or prints
- Condition of the artworks is unknown","No auction results or market data were found for the artist 'Unknown Artist.' ([artsy.net](https://www.artsy.net/artist/unknown-artist/auction-results?utm_source=openai)) Comparable decorative animal-themed paintings by unknown artists typically sell in the $25-$200 range, depending on size, quality, and condition.","Specific recent sales data for similar works by unknown artists is limited. However, decorative animal-themed paintings in the lower price range are commonly found in online marketplaces and home décor stores.",The artist is unknown with no verifiable market history or recognition.,"Given the unknown artist and lack of provenance, authentication is not applicable. The presence of signatures does not necessarily indicate authenticity or add significant value.","Similar decorative animal-themed canvas paintings by unknown artists are available in the market, often priced between $25 and $200, depending on factors such as size, quality, and condition.","This set includes four canvas paintings featuring playful depictions of animals: a lion, a crocodile, a giraffe, and an elephant. Each painting is signed by the artist. These artworks are suitable for decorating children's rooms or spaces with an animal theme."
100.0,50.0,150.0,Low,Decorative Art,Oil On Canvas Painting House In The Woods Framed,Unknown Artist,Unknown Medium,,$99.96,https://shopgoodwill.com/item/237643907,https://shopgoodwillimages.azureedge.net/production/122/Items/07-03-2025/334958d8-07a0-4dea-9d97-306b8118d7cehnki_07031.png,"The painting titled ""Oil On Canvas Painting House In The Woods Framed"" is attributed to an unknown artist, with no available information on the medium or dimensions. The current asking price is $99.96. Given the lack of artist recognition and specific details, the valuation is based on general market trends for decorative artworks by unknown artists.","- Unknown artist with no market recognition
- Lack of detailed information on medium and dimensions
- Potential condition issues due to pre-owned status","No specific auction results or market data were found for the artist or similar works. General market trends indicate that paintings by unknown artists typically sell in the $50 to $150 range, depending on factors such as size, quality, and decorative appeal.",No recent sales data available for this specific work or comparable pieces by unknown artists.,"The artist is unknown, with no documented sales history or market recognition.","Due to the unknown artist and lack of provenance, authentication is not applicable.","No directly comparable works were identified. However, decorative paintings by unknown artists generally sell in the $50 to $150 range.",You told us you hate hidden fees and we listened. Bid or Buy it Now with confidence knowing that there are no hidden fees. We ship all items within the United States for a flat rate of one penny. Details & Condition This item is pre-owned. Please see photos for additional information.
100.0,50.0,150.0,Moderate,Decorative Art,Vintage Framed Painting of Streetcar - Signed 'JLL '74 Chicago',Unknown Artist,Unknown Medium,,$99.98,https://shopgoodwill.com/item/237643774,https://shopgoodwillimages.azureedge.net/production/122/Items/07-21-2025/b0cc8e84-a169-49be-afed-b3d36065a1bfllen_07211.jpg,"The painting is signed 'JLL '74 Chicago', but no information about the artist 'JLL' was found in recent auction records or art databases, indicating the artist is unknown. Comparable works by unknown artists depicting streetcars have sold for modest amounts, such as a signed street scene oil painting that sold for $15 ([barnebys.com](https://www.barnebys.com/realized-prices/paintings_antique_paintings.html?utm_source=openai)). The current asking price of $99.98 aligns with the market value for decorative works by unknown artists.","The primary risk factor is the lack of information about the artist, which limits the potential for appreciation in value. Additionally, the medium and exact dimensions are unknown, which can affect valuation.","No information was found about the artist 'JLL' or their works in recent auction records or art databases. Comparable works by unknown artists depicting streetcars have sold for modest amounts, such as a signed street scene oil painting that sold for $15 ([barnebys.com](https://www.barnebys.com/realized-prices/paintings_antique_paintings.html?utm_source=openai)).",A signed street scene oil painting by an unknown artist sold for $15 ([barnebys.com](https://www.barnebys.com/realized-prices/paintings_antique_paintings.html?utm_source=openai)).,"The artist 'JLL' is unknown, with no available market data or recognition.",No authentication guides or known works by 'JLL' were found. The signature 'JLL '74 Chicago' does not correspond to any recognized artist.,A signed street scene oil painting by an unknown artist sold for $15 ([barnebys.com](https://www.barnebys.com/realized-prices/paintings_antique_paintings.html?utm_source=openai)).,This is a vintage framed painting depicting a streetcar in vivid detail. The artwork is signed 'JLL '74 Chicago' in the bottom right corner. The frame appears to be made of wood and includes a hanging wire on the back for display purposes. The artwork is mounted on a canvas backing.
75.0,50.0,100.0,Low,Decorative Art,2 H. Vaughan Signed Acrylic Paintings - Bird & Apples in Style of Jerry Yarnell,Unknown Artist,Unknown Medium,,$39.99,https://shopgoodwill.com/item/237174754,https://shopgoodwillimages.azureedge.net/production/8/Items/07-24-2025/4d08687b-edbf-444e-9c9b-0667326c2504gicw_07241.jpg,"The artist, H. Vaughan, has limited auction records, with a highest sale of C$84 for a small oil painting in 2018. The current asking price of $39.99 aligns with the market for works by lesser-known artists. Without significant recognition or sales history, the value is primarily based on decorative appeal and condition.",Limited market data for the artist; potential challenges in resale due to lack of recognition.,"H. Vaughan is a Canadian painter with minimal auction history. The highest recorded sale is C$84 for an oil painting titled ""Untitled (Edge Of Woods)"" at Waddington's in Toronto on August 30, 2018. ([artvalue.ca](https://artvalue.ca/artist/H.-Vaughan/value/12893782/?utm_source=openai))",No recent sales data available beyond the 2018 auction record.,H. Vaughan has limited market presence with minimal auction records and no significant recognition.,No known authentication guides or references for H. Vaughan's works; signature verification may be challenging.,Comparable works by unknown artists in similar styles and sizes typically sell in the $50 to $100 range.,"Pickup Is Not Available, Please Utilize The Shipping Calculator Prior To Bidding Art Medium:  Acrylic Visible Art Dimensions:  20x16"" Each Description:  2 H. Vaughan Signed Acrylic Paintings - Bird & Apples in Style of Jerry Yarnell Signature:  H. Vaughan Approx. Frame Dimensions:  N/A Canvas Condition:  Light Dust/Debris Condition:  Items/lots undergo a brief condition inspection before being listed. Any major condition issues discovered during this inspection will be disclosed above.  Disclaimer: This is a used, donated item that has not been cleaned, serviced or tested for functionality.  Signed/autographed item authenticity is not verified. Unless otherwise stated in the listing, items do not come with official certificates and will not include documentation.  Unless otherwise stated, items have not been inventoried for completeness.  The weight of the box used for shipping is included in the overall stated weight of the item.  These items are intended for collectible use only.  Small features and fine detail may be broken and/or missing.  This item/lot is being sold as-is and may not be returned for any reason. You are bidding with this in mind."
50.0,25.0,100.0,Low,Decorative art by unknown artists,Judy Humphries Signed Acrylic Painting - Ocean,Unknown Artist,Unknown Medium,,$39.99,https://shopgoodwill.com/item/237175161,https://shopgoodwillimages.azureedge.net/production/8/Items/07-24-2025/85ab850d-135c-4787-8123-8c3cf92694dagicw_07241.jpg,"The artist, Judy Humphries, lacks any documented auction records, gallery representation, or notable recognition in the art market. The painting's condition issues, including discoloration and looseness from the frame, further diminish its value. Comparable works by unknown artists in similar condition typically sell in the $25 to $100 range.",The primary risk factors include the artist's lack of market recognition and the painting's compromised condition.,"Extensive web searches yielded no information on Judy Humphries, indicating she is an unknown artist with no market presence.",No recent sales data available for works by Judy Humphries.,Unknown artist with no documented market activity.,"No authentication records or known works to compare signatures, making authentication unlikely.",Similar paintings by unknown artists in comparable condition typically sell for $25 to $100.,"Pickup Is Not Available, Please Utilize The Shipping Calculator Prior To Bidding Art Medium:  Acrylic Visible Art Dimensions:  15.5 x 12"" Description:  Judy Humphries Signed Acrylic Painting - Ocean Signature:  Judy Humphries Approx. Frame Dimensions:  19 x 15 x 1.5"" Canvas Condition:  Discoloration - Spots, Loose From Frame Condition:  Items/lots undergo a brief condition inspection before being listed. Any major condition issues discovered during this inspection will be disclosed above.  Disclaimer: This is a used, donated item that has not been cleaned, serviced or tested for functionality.  Signed/autographed item authenticity is not verified. Unless otherwise stated in the listing, items do not come with official certificates and will not include documentation.  Unless otherwise stated, items have not been inventoried for completeness.  The weight of the box used for shipping is included in the overall stated weight of the item.  These items are intended for collectible use only.  Small features and fine detail may be broken and/or missing.  This item/lot is being sold as-is and may not be returned for any reason. You are bidding with this in mind."
50.0,25.0,100.0,Low,Decorative Art,C. Loomis-Diets Tree Frog Nature Artwork,Unknown Artist,Unknown Medium,,$39.99,https://shopgoodwill.com/item/237175484,https://shopgoodwillimages.azureedge.net/production/8/Items/07-24-2025/b4a80cbe-71c3-4d85-89e4-8514b33433a4gicw_07241.jpg,"The artist, C. Loomis-Diets, lacks any documented auction records, gallery representation, or museum collections, classifying them as an unknown artist. The artwork is a small acrylic painting (7x5 inches) depicting a tree frog, a subject commonly found in decorative art. Similar works by unknown artists typically sell in the $25 to $100 range, depending on quality and appeal. The current asking price of $39.99 aligns with this valuation. Without further information on the artist or artwork, a conservative estimate is appropriate.","- Lack of artist recognition or documented sales history
- Small size of the artwork
- Common subject matter
- Unknown provenance and authenticity","Extensive searches yielded no information on the artist C. Loomis-Diets, indicating no market presence or recognition. Comparable works by unknown artists with similar subjects and sizes typically sell for modest amounts.",No recent sales data available for this artist. Similar works by unknown artists have sold in the $25 to $100 range.,Unknown artist with no documented market presence or recognition.,No information available to authenticate the artist or artwork. Signature 'C. Loomis-Diets' is not recognized in art databases.,"Similar small acrylic paintings of tree frogs by unknown artists have sold for $25 to $100, depending on quality and appeal.","Pickup Is Not Available, Please Utilize The Shipping Calculator Prior To Bidding Art Medium:  Acrylic Visible Art Dimensions:  7x5"" Description:  C. Loomis-Diets Tree Frog Nature Artwork Signature:  C. Loomis-Diets  Approx. Frame Dimensions:  11x9"" Canvas Condition:  N/A Condition:  Items/lots undergo a brief condition inspection before being listed. Any major condition issues discovered during this inspection will be disclosed above.  Disclaimer: This is a used, donated item that has not been cleaned, serviced or tested for functionality.  Signed/autographed item authenticity is not verified. Unless otherwise stated in the listing, items do not come with official certificates and will not include documentation.  Unless otherwise stated, items have not been inventoried for completeness.  The weight of the box used for shipping is included in the overall stated weight of the item.  These items are intended for collectible use only.  Small features and fine detail may be broken and/or missing.  This item/lot is being sold as-is and may not be returned for any reason. You are bidding with this in mind."
50.0,25.0,100.0,Low,Decorative Art,Artist Signed Oil On Canvas Of Two Kids Watching The Sunset Framed,Signed Oil On Canvas Of Two Kids Watching The Sunset Framed  Signature:  Illegible Approx,Unknown Medium,,$39.99,https://shopgoodwill.com/item/237169281,https://shopgoodwillimages.azureedge.net/production/8/Items/07-24-2025/d0b2375c-b636-4e11-8ba9-26424b78be5egicw_07241.jpg,"The painting is by an unknown artist with an illegible signature, and no market data or auction records were found. The condition is poor, with tears and stains on the fabric. Similar unsigned or unknown artist works in comparable condition typically sell for $25 to $100.",The illegible signature and poor condition significantly reduce the painting's value and marketability.,No relevant information was found regarding the artist or similar works.,No recent sales data available for comparable works.,Unknown artist with no market recognition or auction records.,"The illegible signature makes authentication difficult, and no known works or signatures by this artist were found.",Similar unsigned or unknown artist oil paintings in poor condition typically sell for $25 to $100.,"Pickup Is Not Available, Please Utilize The Shipping Calculator Prior To Bidding Art Medium:  Oil Visible Art Dimensions:  20.5 x 11.75 Description:  Artist Signed Oil On Canvas Of Two Kids Watching The Sunset Framed  Signature:  Illegible Approx. Frame Dimensions:  21 x 13"" Canvas Condition:  Light Dust/Debris, Other - See Condition Condition:  Fabric has tears and stains. Items/lots undergo a brief condition inspection before being listed. Any major condition issues discovered during this inspection will be disclosed above.  Disclaimer: This is a used, donated item that has not been cleaned, serviced or tested for functionality.  Signed/autographed item authenticity is not verified. Unless otherwise stated in the listing, items do not come with official certificates and will not include documentation.  Unless otherwise stated, items have not been inventoried for completeness.  The weight of the box used for shipping is included in the overall stated weight of the item.  These items are intended for collectible use only.  Small features and fine detail may be broken and/or missing.  This item/lot is being sold as-is and may not be returned for any reason. You are bidding with this in mind."
50.0,25.0,100.0,Low,Decorative Art,Brandt Signed Acrylic Painting of Fishes on a Reef with Water Plants,Unknown Artist,Unknown Medium,,$39.99,https://shopgoodwill.com/item/236993887,https://shopgoodwillimages.azureedge.net/production/8/Items/07-23-2025/1ff3f181-f44c-418e-9c97-621662b9afb4gicw_07231.jpg,"The painting is signed 'Brandt,' but without further information, the artist remains unidentified. Comparable works by unknown artists in similar styles and mediums typically sell in the $25 to $100 range. The current asking price of $39.99 aligns with this valuation.","The primary risk factor is the unknown artist, which significantly limits the painting's market value. Additionally, the condition issues, such as light dust and debris, may further deter potential buyers.",Extensive web searches did not yield any significant information about the artist 'Brandt' or similar works that would suggest a higher valuation. Comparable sales of paintings by unknown artists in similar styles and mediums typically fall within the $25 to $100 range.,No recent sales data for this specific artist or comparable works were found.,"The artist 'Brandt' is not recognized in the art market, and no auction records or gallery representations were found.","Without additional information or provenance, authenticating the artist is not feasible. The signature alone does not provide sufficient evidence of authorship.",Comparable works by unknown artists depicting similar subjects and executed in acrylic medium typically sell in the $25 to $100 range.,"Pickup Is Not Available, Please Utilize The Shipping Calculator Prior To Bidding Art Medium:  Acrylic Visible Art Dimensions:  16.5x11"" Description:  Brandt Signed Acrylic Painting of Fishes on a Reef with Water Plants Signature:  Brandt Approx. Frame Dimensions:  N/A Canvas Condition:  Light Dust/Debris Condition:  Items/lots undergo a brief condition inspection before being listed. Any major condition issues discovered during this inspection will be disclosed above.  Disclaimer: This is a used, donated item that has not been cleaned, serviced or tested for functionality.  Signed/autographed item authenticity is not verified. Unless otherwise stated in the listing, items do not come with official certificates and will not include documentation.  Unless otherwise stated, items have not been inventoried for completeness.  The weight of the box used for shipping is included in the overall stated weight of the item.  These items are intended for collectible use only.  Small features and fine detail may be broken and/or missing.  This item/lot is being sold as-is and may not be returned for any reason. You are bidding with this in mind."
